x,y,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,LOCAL_DAY,PROVINCE_CODE,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,LOCAL_DATE,SPEED_MAX_GUST_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,STATION_NAME,MIN_REL_HUMIDITY_FLAG,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY,ELEVATION
-122.551,49.144666666666666,,,,,,23,BC,,0.0,2024-01-23 00:00:00,,,12.5,0.0,,7.0,7.0,,4.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,6.5,,,2024,1102912.2024.1.23,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,24,BC,,0.0,2024-01-24 00:00:00,,,13.0,0.0,,10.4,10.4,,3.5,5.0,FORT LANGLEY TELEGRAPH TRAIL,,1,,6.5,,,2024,1102912.2024.1.24,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,25,BC,,0.0,2024-01-25 00:00:00,,,12.0,0.0,,5.8,5.8,,5.0,6.0,FORT LANGLEY TELEGRAPH TRAIL,,1,,7.0,,,2024,1102912.2024.1.25,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,26,BC,,0.0,2024-01-26 00:00:00,,,10.2,0.0,,16.8,16.8,,5.0,7.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,10.5,,,2024,1102912.2024.1.26,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,27,BC,,0.0,2024-01-27 00:00:00,,,9.0,0.0,,47.4,47.4,,7.0,9.0,FORT LANGLEY TELEGRAPH TRAIL,,1,,11.0,,,2024,1102912.2024.1.27,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,28,BC,,0.0,2024-01-28 00:00:00,,,7.2,0.0,,2.4,2.4,,9.0,10.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,12.5,,,2024,1102912.2024.1.28,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,29,BC,,0.0,2024-01-29 00:00:00,,,5.0,0.0,,0.6,0.6,,10.0,13.0,FORT LANGLEY TELEGRAPH TRAIL,,1,,16.0,,,2024,1102912.2024.1.29,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,30,BC,,0.0,2024-01-30 00:00:00,,,6.0,0.0,,14.2,14.2,,10.0,12.0,FORT LANGLEY TELEGRAPH TRAIL,,1,,14.0,,,2024,1102912.2024.1.30,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,31,BC,,0.0,2024-01-31 00:00:00,,,6.7,0.0,,6.4,6.4,,10.0,11.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,12.5,,,2024,1102912.2024.1.31,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,1,BC,,0.0,2024-02-01 00:00:00,,,7.2,0.0,,0.4,0.4,,9.5,10.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,12.0,,,2024,1102912.2024.2.1,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,2,BC,,0.0,2024-02-02 00:00:00,,,8.5,0.0,,0.0,0.0,,7.0,9.5,FORT LANGLEY TELEGRAPH TRAIL,,2,T,12.0,,,2024,1102912.2024.2.2,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,3,BC,,0.0,2024-02-03 00:00:00,,,12.0,0.0,,0.0,0.0,,2.5,6.0,FORT LANGLEY TELEGRAPH TRAIL,,2,T,9.5,,,2024,1102912.2024.2.3,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,4,BC,,0.0,2024-02-04 00:00:00,,,11.5,0.0,,0.0,0.0,,2.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,10.5,,,2024,1102912.2024.2.4,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,5,BC,,0.0,2024-02-05 00:00:00,,,13.7,0.0,,0.0,0.0,,1.0,4.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,7.5,,,2024,1102912.2024.2.5,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,6,BC,,0.0,2024-02-06 00:00:00,,,11.5,0.0,,0.0,0.0,,3.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,9.5,,,2024,1102912.2024.2.6,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,7,BC,,0.0,2024-02-07 00:00:00,,,14.0,0.0,,0.0,0.0,,0.0,4.0,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.0,,,2024,1102912.2024.2.7,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,8,BC,,0.0,2024-02-08 00:00:00,,,12.5,0.0,,0.0,0.0,,3.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,7.5,,,2024,1102912.2024.2.8,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,9,BC,,0.0,2024-02-09 00:00:00,,,14.0,0.0,,0.0,0.0,,-1.0,4.0,FORT LANGLEY TELEGRAPH TRAIL,,2,,9.0,,,2024,1102912.2024.2.9,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,10,BC,,0.0,2024-02-10 00:00:00,,,13.2,0.0,,13.2,13.2,,1.0,4.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.5,,,2024,1102912.2024.2.10,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,11,BC,,0.0,2024-02-11 00:00:00,,,12.5,0.0,,24.4,24.4,,4.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,6.5,,,2024,1102912.2024.2.11,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,14,BC,,0.0,2024-02-14 00:00:00,,,12.7,0.0,,0.0,0.0,,2.0,5.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.5,,,2024,1102912.2024.2.14,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,15,BC,,0.0,2024-02-15 00:00:00,,,12.5,0.0,,0.0,0.0,,3.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,7.5,,,2024,1102912.2024.2.15,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,16,BC,,0.0,2024-02-16 00:00:00,,,11.7,0.0,,0.0,0.0,,1.0,6.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,11.5,,,2024,1102912.2024.2.16,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,17,BC,,0.0,2024-02-17 00:00:00,,,11.5,0.0,,0.0,0.0,,2.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,10.5,,,2024,1102912.2024.2.17,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,18,BC,,0.0,2024-02-18 00:00:00,,,12.7,0.0,,0.0,0.0,,2.5,5.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.0,,,2024,1102912.2024.2.18,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,19,BC,,0.0,2024-02-19 00:00:00,,,11.7,0.0,,2.6,2.6,,1.0,6.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,11.5,,,2024,1102912.2024.2.19,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,20,BC,,0.0,2024-02-20 00:00:00,,,11.0,0.0,,5.6,5.6,,5.0,7.0,FORT LANGLEY TELEGRAPH TRAIL,,2,,9.0,,,2024,1102912.2024.2.20,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,21,BC,,0.0,2024-02-21 00:00:00,,,9.2,0.0,,6.6,6.6,,7.0,8.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,10.5,,,2024,1102912.2024.2.21,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,22,BC,,0.0,2024-02-22 00:00:00,,,8.5,0.0,,1.2,1.2,,7.5,9.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,11.5,,,2024,1102912.2024.2.22,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,23,BC,,0.0,2024-02-23 00:00:00,,,11.7,0.0,,0.4,0.4,,1.0,6.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,11.5,,,2024,1102912.2024.2.23,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,24,BC,,0.0,2024-02-24 00:00:00,,,10.0,0.0,,17.0,17.0,,7.0,8.0,FORT LANGLEY TELEGRAPH TRAIL,,2,,9.0,,,2024,1102912.2024.2.24,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,25,BC,,0.0,2024-02-25 00:00:00,,,11.0,0.0,,0.6,0.6,,5.0,7.0,FORT LANGLEY TELEGRAPH TRAIL,,2,,9.0,,,2024,1102912.2024.2.25,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,26,BC,,0.0,2024-02-26 00:00:00,,,15.2,0.0,,0.0,0.0,,-1.5,2.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,7.0,,,2024,1102912.2024.2.26,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,27,BC,,1.0,2024-02-27 00:00:00,,,16.5,0.0,,25.0,24.0,,-2.0,1.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,5.0,,,2024,1102912.2024.2.27,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,28,BC,,0.0,2024-02-28 00:00:00,,,13.0,0.0,,20.2,20.2,,0.0,5.0,FORT LANGLEY TELEGRAPH TRAIL,,2,,10.0,,,2024,1102912.2024.2.28,1102912,,,1.0,,76.0
-122.551,49.144666666666666,,,,,,29,BC,,0.0,2024-02-29 00:00:00,,,12.2,0.0,,7.8,7.8,,3.5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.0,,,2024,1102912.2024.2.29,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,1,BC,,0.4,2024-03-01 00:00:00,,,13.5,0.0,,4.8,4.4,,2.5,4.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,6.5,,,2024,1102912.2024.3.1,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,T,2,BC,,0.0,2024-03-02 00:00:00,,,14.7,0.0,,0.6,0.6,,1.0,3.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,5.5,,,2024,1102912.2024.3.2,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,3,BC,,6.0,2024-03-03 00:00:00,,,14.7,0.0,,11.9,5.9,,1.0,3.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,5.5,,,2024,1102912.2024.3.3,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,4,BC,,0.0,2024-03-04 00:00:00,,,15.5,0.0,,0.0,0.0,,0.5,2.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,4.5,,,2024,1102912.2024.3.4,1102912,,,2.0,,76.0
-122.551,49.144666666666666,,,,,,5,BC,,0.0,2024-03-05 00:00:00,,,16.0,0.0,,0.0,0.0,,-1.0,2.0,FORT LANGLEY TELEGRAPH TRAIL,,3,,5.0,,,2024,1102912.2024.3.5,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,6,BC,,0.0,2024-03-06 00:00:00,,,16.2,0.0,,0.0,0.0,,-1.5,1.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,5.0,,,2024,1102912.2024.3.6,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,7,BC,,0.0,2024-03-07 00:00:00,,,15.2,0.0,,3.4,3.4,,-2.0,2.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,7.5,,,2024,1102912.2024.3.7,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,8,BC,,0.0,2024-03-08 00:00:00,,,13.5,0.0,,4.0,4.0,,2.0,4.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,7.0,,,2024,1102912.2024.3.8,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,9,BC,,0.0,2024-03-09 00:00:00,,,10.0,0.0,,0.2,0.2,,5.0,8.0,FORT LANGLEY TELEGRAPH TRAIL,,3,,11.0,,,2024,1102912.2024.3.9,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,10,BC,,0.0,2024-03-10 00:00:00,,,10.2,0.0,,4.8,4.8,,6.0,7.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,9.5,,,2024,1102912.2024.3.10,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,11,BC,,0.0,2024-03-11 00:00:00,,,11.7,0.0,,11.4,11.4,,4.5,6.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,8.0,,,2024,1102912.2024.3.11,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,12,BC,,0.0,2024-03-12 00:00:00,,,9.7,0.0,,1.0,1.0,,5.0,8.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,11.5,,,2024,1102912.2024.3.12,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,13,BC,,0.0,2024-03-13 00:00:00,,,11.2,0.0,,0.0,0.0,,3.0,6.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,10.5,,,2024,1102912.2024.3.13,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,14,BC,,0.0,2024-03-14 00:00:00,,,11.2,0.0,,0.0,0.0,,1.0,6.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,12.5,,,2024,1102912.2024.3.14,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,15,BC,,0.0,2024-03-15 00:00:00,,,7.7,0.0,,0.0,0.0,,2.5,10.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,18.0,,,2024,1102912.2024.3.15,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,16,BC,,0.0,2024-03-16 00:00:00,,,4.7,0.0,,0.0,0.0,,4.0,13.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,22.5,,,2024,1102912.2024.3.16,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,17,BC,,0.0,2024-03-17 00:00:00,,,3.7,0.0,,0.0,0.0,,6.0,14.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,22.5,,,2024,1102912.2024.3.17,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,18,BC,,0.0,2024-03-18 00:00:00,,,5.7,0.0,,0.0,0.0,,5.0,12.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,19.5,,,2024,1102912.2024.3.18,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,19,BC,,0.0,2024-03-19 00:00:00,,,6.5,0.0,,0.0,0.0,,4.0,11.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,19.0,,,2024,1102912.2024.3.19,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,T,,,,20,BC,,0.0,2024-03-20 00:00:00,,,9.0,0.0,,0.0,0.0,,6.5,9.0,FORT LANGLEY TELEGRAPH TRAIL,,3,T,11.5,,,2024,1102912.2024.3.20,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,21,BC,,0.0,2024-03-21 00:00:00,,,7.7,0.0,,0.6,0.6,,7.0,10.3,FORT LANGLEY TELEGRAPH TRAIL,,3,,13.5,,,2024,1102912.2024.3.21,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,22,BC,,0.0,2024-03-22 00:00:00,,,7.5,0.0,,5.0,5.0,,7.0,10.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,14.0,,,2024,1102912.2024.3.22,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,23,BC,,0.0,2024-03-23 00:00:00,,,9.0,0.0,,6.8,6.8,,8.0,9.0,FORT LANGLEY TELEGRAPH TRAIL,,3,,10.0,,,2024,1102912.2024.3.23,1102912,,,0.0,,76.0
-122.551,49.144666666666666,,,,,,24,BC,,0.0,2024-03-24 00:00:00,,,9.5,0.0,,0.4,0.4,,1.5,8.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,15.5,,,2024,1102912.2024.3.24,1102912,,,0.0,,76.0
-123.00224583333332,49.12584805555556,,,,,,25,BC,,,2021-03-25 00:00:00,,,10.9,0.0,,0.1,,,1.9,7.1,DELTA BURNS BOG,,3,,12.2,58.0,,2021,1102415.2021.3.25,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,26,BC,,,2021-03-26 00:00:00,,,11.3,0.0,,0.0,,,0.9,6.7,DELTA BURNS BOG,,3,,12.5,57.0,,2021,1102415.2021.3.26,1102415,,,,99.0,3.1
-123.00224583333332,49.12584805555556,,,,,,27,BC,,,2021-03-27 00:00:00,,,11.5,0.0,,0.0,,,2.6,6.5,DELTA BURNS BOG,,3,,10.5,71.0,,2021,1102415.2021.3.27,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,28.0,,,28,BC,,,2021-03-28 00:00:00,,45.0,10.4,0.0,,6.4,,,3.5,7.6,DELTA BURNS BOG,,3,,11.6,50.0,,2021,1102415.2021.3.28,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,29,BC,,,2021-03-29 00:00:00,,,13.5,0.0,,0.0,,,-2.0,4.5,DELTA BURNS BOG,,3,,11.0,31.0,,2021,1102415.2021.3.29,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,30,BC,,,2021-03-30 00:00:00,,,13.3,0.0,,0.0,,,-1.8,4.7,DELTA BURNS BOG,,3,,11.2,49.0,,2021,1102415.2021.3.30,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,31,BC,,,2021-03-31 00:00:00,,,11.9,0.0,,0.0,,,-2.1,6.1,DELTA BURNS BOG,,3,,14.3,46.0,,2021,1102415.2021.3.31,1102415,,,,99.0,3.1
-123.00224583333332,49.12584805555556,,,,,,1,BC,,,2021-04-01 00:00:00,,,10.7,0.0,,0.0,,,1.2,7.3,DELTA BURNS BOG,,4,,13.3,43.0,,2021,1102415.2021.4.1,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,2,BC,,,2021-04-02 00:00:00,,,9.7,0.0,,0.0,,,4.4,8.3,DELTA BURNS BOG,,4,,12.2,45.0,,2021,1102415.2021.4.2,1102415,,,,85.0,3.1
-123.00224583333332,49.12584805555556,,,,,,3,BC,,,2021-04-03 00:00:00,,,10.5,0.0,,0.7,,,2.9,7.5,DELTA BURNS BOG,,4,,12.0,71.0,,2021,1102415.2021.4.3,1102415,,,,92.0,3.1
-123.00224583333332,49.12584805555556,,,28.0,,,4,BC,,,2021-04-04 00:00:00,,31.0,10.5,0.0,,0.0,,,3.0,7.5,DELTA BURNS BOG,,4,,11.9,46.0,,2021,1102415.2021.4.4,1102415,,,,89.0,3.1
-123.00224583333332,49.12584805555556,,,,,,5,BC,,,2021-04-05 00:00:00,,,13.2,0.0,,0.0,,,-2.5,4.8,DELTA BURNS BOG,,4,,12.1,46.0,,2021,1102415.2021.4.5,1102415,,,,98.0,3.1
-123.00224583333332,49.12584805555556,,,,,,6,BC,,,2021-04-06 00:00:00,,,12.1,0.0,,0.0,,,-1.9,5.9,DELTA BURNS BOG,,4,,13.7,46.0,,2021,1102415.2021.4.6,1102415,,,,98.0,3.1
-123.00224583333332,49.12584805555556,,,,,,7,BC,,,2021-04-07 00:00:00,,,12.8,0.0,,6.8,,,2.1,5.2,DELTA BURNS BOG,,4,,8.4,81.0,,2021,1102415.2021.4.7,1102415,,,,94.0,3.1
-123.00224583333332,49.12584805555556,,,,,,8,BC,,,2021-04-08 00:00:00,,,11.3,0.0,,0.0,,,1.9,6.7,DELTA BURNS BOG,,4,,11.5,35.0,,2021,1102415.2021.4.8,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,9,BC,,,2021-04-09 00:00:00,,,13.0,0.0,,2.3,,,0.3,5.0,DELTA BURNS BOG,,4,,9.7,63.0,,2021,1102415.2021.4.9,1102415,,,,91.0,3.1
-123.00224583333332,49.12584805555556,,,25.0,,,10,BC,,,2021-04-10 00:00:00,,40.0,12.1,0.0,,0.0,,,0.7,5.9,DELTA BURNS BOG,,4,,11.1,33.0,,2021,1102415.2021.4.10,1102415,,,,89.0,3.1
-123.00224583333332,49.12584805555556,,,,,,11,BC,,,2021-04-11 00:00:00,,,13.4,0.0,,0.0,,,-2.4,4.6,DELTA BURNS BOG,,4,,11.6,41.0,,2021,1102415.2021.4.11,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,12,BC,,,2021-04-12 00:00:00,,,10.8,0.0,,0.0,,,-2.6,7.2,DELTA BURNS BOG,,4,,17.0,20.0,,2021,1102415.2021.4.12,1102415,,,,98.0,3.1
-123.00224583333332,49.12584805555556,,,,,,13,BC,,,2021-04-13 00:00:00,,,8.7,0.0,,0.0,,,0.8,9.3,DELTA BURNS BOG,,4,,17.7,15.0,,2021,1102415.2021.4.13,1102415,,,,74.0,3.1
-123.00224583333332,49.12584805555556,,,,,,14,BC,,,2021-04-14 00:00:00,,,9.0,0.0,,0.0,,,-1.2,9.0,DELTA BURNS BOG,,4,,19.1,30.0,,2021,1102415.2021.4.14,1102415,,,,94.0,3.1
-123.00224583333332,49.12584805555556,,,,,,15,BC,,,2021-04-15 00:00:00,,,6.3,0.0,,0.0,,,0.6,11.7,DELTA BURNS BOG,,4,,22.8,23.0,,2021,1102415.2021.4.15,1102415,,,,94.0,3.1
-123.00224583333332,49.12584805555556,,,,,,16,BC,,,2021-04-16 00:00:00,,,5.3,0.0,,0.0,,,1.7,12.7,DELTA BURNS BOG,,4,,23.7,27.0,,2021,1102415.2021.4.16,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,17,BC,,,2021-04-17 00:00:00,,,4.6,0.0,,0.0,,,2.8,13.4,DELTA BURNS BOG,,4,,24.0,29.0,,2021,1102415.2021.4.17,1102415,,,,95.0,3.1
-123.00224583333332,49.12584805555556,,,,,,18,BC,,,2021-04-18 00:00:00,,,5.0,0.0,,0.0,,,2.4,13.0,DELTA BURNS BOG,,4,,23.5,30.0,,2021,1102415.2021.4.18,1102415,,,,95.0,3.1
-123.00224583333332,49.12584805555556,,,,,,19,BC,,,2021-04-19 00:00:00,,,3.1,0.0,,0.0,,,6.7,14.9,DELTA BURNS BOG,,4,,23.1,13.0,,2021,1102415.2021.4.19,1102415,,,,88.0,3.1
-123.00224583333332,49.12584805555556,,,,,,20,BC,,,2021-04-20 00:00:00,,,5.7,0.0,,0.0,,,2.8,12.3,DELTA BURNS BOG,,4,,21.7,26.0,,2021,1102415.2021.4.20,1102415,,,,92.0,3.1
-123.00224583333332,49.12584805555556,,,,,,21,BC,,,2021-04-21 00:00:00,,,7.2,0.0,,0.0,,,2.5,10.8,DELTA BURNS BOG,,4,,19.1,48.0,,2021,1102415.2021.4.21,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,22,BC,,,2021-04-22 00:00:00,,,6.4,0.0,,0.0,,,4.8,11.6,DELTA BURNS BOG,,4,,18.5,41.0,,2021,1102415.2021.4.22,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,23,BC,,,2021-04-23 00:00:00,,,7.6,0.0,,0.1,,,5.5,10.4,DELTA BURNS BOG,,4,,15.3,60.0,,2021,1102415.2021.4.23,1102415,,,,93.0,3.1
-123.00224583333332,49.12584805555556,,,,,,24,BC,,,2021-04-24 00:00:00,,,8.3,0.0,,4.1,,,7.7,9.7,DELTA BURNS BOG,,4,,11.7,84.0,,2021,1102415.2021.4.24,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,25,BC,,,2021-04-25 00:00:00,,,8.1,0.0,,4.7,,,6.9,9.9,DELTA BURNS BOG,,4,,12.8,74.0,,2021,1102415.2021.4.25,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,26,BC,,,2021-04-26 00:00:00,,,6.8,0.0,,0.0,,,5.3,11.2,DELTA BURNS BOG,,4,,17.1,52.0,,2021,1102415.2021.4.26,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,27,BC,,,2021-04-27 00:00:00,,,8.1,0.0,,0.0,,,4.9,9.9,DELTA BURNS BOG,,4,,15.0,59.0,,2021,1102415.2021.4.27,1102415,,,,95.0,3.1
-123.00224583333332,49.12584805555556,,,,,,28,BC,,,2021-04-28 00:00:00,,,6.2,0.0,,0.2,,,8.8,11.8,DELTA BURNS BOG,,4,,14.8,64.0,,2021,1102415.2021.4.28,1102415,,,,92.0,3.1
-123.00224583333332,49.12584805555556,,,,,,29,BC,,,2021-04-29 00:00:00,,,3.3,0.0,,0.0,,,8.9,14.7,DELTA BURNS BOG,,4,,20.5,46.0,,2021,1102415.2021.4.29,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,30,BC,,,2021-04-30 00:00:00,,,3.6,0.0,,6.2,,,10.1,14.4,DELTA BURNS BOG,,4,,18.7,66.0,,2021,1102415.2021.4.30,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,1,BC,,,2021-05-01 00:00:00,,,6.6,0.0,,0.0,,,5.4,11.4,DELTA BURNS BOG,,5,,17.4,44.0,,2021,1102415.2021.5.1,1102415,,,,94.0,3.1
-123.00224583333332,49.12584805555556,,,,,,2,BC,,,2021-05-02 00:00:00,,,6.9,0.0,,0.0,,,4.8,11.1,DELTA BURNS BOG,,5,,17.4,54.0,,2021,1102415.2021.5.2,1102415,,,,95.0,3.1
-123.00224583333332,49.12584805555556,,,,,,3,BC,,,2021-05-03 00:00:00,,,9.1,0.0,,1.2,,,5.5,8.9,DELTA BURNS BOG,,5,,12.3,74.0,,2021,1102415.2021.5.3,1102415,,,,94.0,3.1
-123.00224583333332,49.12584805555556,,,,,,4,BC,,,2021-05-04 00:00:00,,,5.4,0.0,,0.8,,,7.0,12.6,DELTA BURNS BOG,,5,,18.2,45.0,,2021,1102415.2021.5.4,1102415,,,,97.0,3.1
-123.00224583333332,49.12584805555556,,,,,,5,BC,,,2021-05-05 00:00:00,,,7.0,0.0,,0.0,,,3.4,11.0,DELTA BURNS BOG,,5,,18.6,53.0,,2021,1102415.2021.5.5,1102415,,,,96.0,3.1
-123.00224583333332,49.12584805555556,,,,,,6,BC,,,2021-05-06 00:00:00,,,5.4,0.0,,1.1,,,6.9,12.6,DELTA BURNS BOG,,5,,18.4,54.0,,2021,1102415.2021.5.6,1102415,,,,95.0,3.1
-123.00224583333332,49.12584805555556,,,,,,7,BC,,,2021-05-07 00:00:00,,,8.2,0.0,,0.1,,,4.3,9.8,DELTA BURNS BOG,,5,,15.2,44.0,,2021,1102415.2021.5.7,1102415,,,,94.0,3.1
-123.00224583333332,49.12584805555556,,,,,,8,BC,,,2021-05-08 00:00:00,,,7.5,0.0,,0.2,,,5.4,10.5,DELTA BURNS BOG,,5,,15.6,47.0,,2021,1102415.2021.5.8,1102415,,,,88.0,3.1
-123.00224583333332,49.12584805555556,,,,,,9,BC,,,2021-05-09 00:00:00,,,6.0,0.0,,0.0,,,6.5,12.0,DELTA BURNS BOG,,5,,17.4,46.0,,2021,1102415.2021.5.9,1102415,,,,93.0,3.1
