x,y,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,LOCAL_DAY,PROVINCE_CODE,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,LOCAL_DATE,SPEED_MAX_GUST_FLAG,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_RAIN,MAX_REL_HUMIDITY_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,STATION_NAME,MIN_REL_HUMIDITY_FLAG,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,LOCAL_YEAR,ID,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,MAX_REL_HUMIDITY
-122.551,49.144666666666666,,,,,,23,BC,,1,2022-12-23 00:00:00,,,18.8,0,,59,58,,-8.5,-0.8,FORT LANGLEY TELEGRAPH TRAIL,,12,,7,,,2022,1102912.2022.12.23,1102912,,,30,
-122.551,49.144666666666666,,,,,,24,BC,,0,2022-12-24 00:00:00,,,14.5,0,,5.8,5.8,,-2,3.5,FORT LANGLEY TELEGRAPH TRAIL,,12,,9,,,2022,1102912.2022.12.24,1102912,,,10,
-122.551,49.144666666666666,,,,,,25,BC,,0,2022-12-25 00:00:00,,,9.2,0,,7.8,7.8,,4,8.8,FORT LANGLEY TELEGRAPH TRAIL,,12,,13.5,,,2022,1102912.2022.12.25,1102912,,,4,
-122.551,49.144666666666666,,,,,,26,BC,,0,2022-12-26 00:00:00,,,9.7,0,,17.8,17.8,,5,8.3,FORT LANGLEY TELEGRAPH TRAIL,,12,,11.5,,,2022,1102912.2022.12.26,1102912,,,0,
-122.551,49.144666666666666,,,,,,27,BC,,0,2022-12-27 00:00:00,,,10.7,0,,32.8,32.8,,6.5,7.3,FORT LANGLEY TELEGRAPH TRAIL,,12,,8,,,2022,1102912.2022.12.27,1102912,,,0,
-122.551,49.144666666666666,,T,,,,28,BC,,0,2022-12-28 00:00:00,,,14,0,,0,0,,1,4,FORT LANGLEY TELEGRAPH TRAIL,,12,T,7,,,2022,1102912.2022.12.28,1102912,,,0,
-122.551,49.144666666666666,,,,,,29,BC,,0,2022-12-29 00:00:00,,,14.7,0,,12.2,12.2,,1,3.3,FORT LANGLEY TELEGRAPH TRAIL,,12,,5.5,,,2022,1102912.2022.12.29,1102912,,,0,
-122.551,49.144666666666666,,,,,,30,BC,,0,2022-12-30 00:00:00,,,10.7,0,,17.4,17.4,,4.5,7.3,FORT LANGLEY TELEGRAPH TRAIL,,12,,10,,,2022,1102912.2022.12.30,1102912,,,0,
-122.551,49.144666666666666,,,,,,31,BC,,0,2022-12-31 00:00:00,,,11.5,0,,1,1,,4.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,12,,8.5,,,2022,1102912.2022.12.31,1102912,,,0,
-122.551,49.144666666666666,,,,,,1,BC,,0,2023-01-01 00:00:00,,,12.7,0,,0.2,0.2,,4,5.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,6.5,,,2023,1102912.2023.1.1,1102912,,,0,
-122.551,49.144666666666666,,,,,,2,BC,,0,2023-01-02 00:00:00,,,15.5,0,,2.4,2.4,,0,2.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,5,,,2023,1102912.2023.1.2,1102912,,,0,
-122.551,49.144666666666666,,,,,,3,BC,,0,2023-01-03 00:00:00,,,16.2,0,,0.4,0.4,,-0.5,1.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,4,,,2023,1102912.2023.1.3,1102912,,,0,
-122.551,49.144666666666666,,,,,,4,BC,,0,2023-01-04 00:00:00,,,14,0,,1,1,,0,4,FORT LANGLEY TELEGRAPH TRAIL,,1,,8,,,2023,1102912.2023.1.4,1102912,,,0,
-122.551,49.144666666666666,,T,,,,5,BC,,0,2023-01-05 00:00:00,,,8.7,0,,0,0,,6.5,9.3,FORT LANGLEY TELEGRAPH TRAIL,,1,T,12,,,2023,1102912.2023.1.5,1102912,,,0,
-122.551,49.144666666666666,,,,,,6,BC,,0,2023-01-06 00:00:00,,,7.7,0,,0.8,0.8,,9,10.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,11.5,,,2023,1102912.2023.1.6,1102912,,,0,
-122.551,49.144666666666666,,,,,,7,BC,,0,2023-01-07 00:00:00,,,11.2,0,,6.2,6.2,,6,6.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,7.5,,,2023,1102912.2023.1.7,1102912,,,0,
-122.551,49.144666666666666,,,,,,8,BC,,0,2023-01-08 00:00:00,,,12,0,,11.2,11.2,,4,6,FORT LANGLEY TELEGRAPH TRAIL,,1,,8,,,2023,1102912.2023.1.8,1102912,,,0,
-122.551,49.144666666666666,,,,,,9,BC,,0,2023-01-09 00:00:00,,,11.2,0,,4.2,4.2,,4,6.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,9.5,,,2023,1102912.2023.1.9,1102912,,,0,
-122.551,49.144666666666666,,T,,,,10,BC,,0,2023-01-10 00:00:00,,,10,0,,0,0,,5.5,8,FORT LANGLEY TELEGRAPH TRAIL,,1,T,10.5,,,2023,1102912.2023.1.10,1102912,,,0,
-122.551,49.144666666666666,,,,,,11,BC,,0,2023-01-11 00:00:00,,,12.5,0,,7.4,7.4,,1.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,9.5,,,2023,1102912.2023.1.11,1102912,,,0,
-122.551,49.144666666666666,,,,,,12,BC,,0,2023-01-12 00:00:00,,,9.7,0,,15,15,,6.5,8.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,10,,,2023,1102912.2023.1.12,1102912,,,0,
-122.551,49.144666666666666,,,,,,13,BC,,0,2023-01-13 00:00:00,,,9.7,0,,3.4,3.4,,7.5,8.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,9,,,2023,1102912.2023.1.13,1102912,,,0,
-122.551,49.144666666666666,,T,,,,14,BC,,0,2023-01-14 00:00:00,,,9,0,,0,0,,6.5,9,FORT LANGLEY TELEGRAPH TRAIL,,1,T,11.5,,,2023,1102912.2023.1.14,1102912,,,0,
-122.551,49.144666666666666,,,,,,15,BC,,0,2023-01-15 00:00:00,,,11.5,0,,17,17,,4.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,8.5,,,2023,1102912.2023.1.15,1102912,,,0,
-122.551,49.144666666666666,,,,,,16,BC,,0,2023-01-16 00:00:00,,,11.5,0,,0.4,0.4,,5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,8,,,2023,1102912.2023.1.16,1102912,,,0,
-122.551,49.144666666666666,,,,,,17,BC,,0,2023-01-17 00:00:00,,,12.2,0,,10,10,,4.5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,7,,,2023,1102912.2023.1.17,1102912,,,0,
-122.551,49.144666666666666,,,,,,18,BC,,0,2023-01-18 00:00:00,,,12.2,0,,4,4,,4.5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,7,,,2023,1102912.2023.1.18,1102912,,,0,
-122.551,49.144666666666666,,,,,,19,BC,,0,2023-01-19 00:00:00,,,12.5,0,,0.6,0.6,,3,5.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,8,,,2023,1102912.2023.1.19,1102912,,,0,
-122.551,49.144666666666666,,T,,,,20,BC,,0,2023-01-20 00:00:00,,,13,0,,0,0,,2.5,5,FORT LANGLEY TELEGRAPH TRAIL,,1,T,7.5,,,2023,1102912.2023.1.20,1102912,,,0,
-122.551,49.144666666666666,,,,,,21,BC,,0,2023-01-21 00:00:00,,,16,0,,11.8,11.8,,-1,2,FORT LANGLEY TELEGRAPH TRAIL,,1,,5,,,2023,1102912.2023.1.21,1102912,,,0,
-122.551,49.144666666666666,,,,,,22,BC,,0,2023-01-22 00:00:00,,,14.5,0,,0.8,0.8,,2,3.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,5,,,2023,1102912.2023.1.22,1102912,,,0,
-122.551,49.144666666666666,,,,,,23,BC,,0,2023-01-23 00:00:00,,,14.2,0,,2.2,2.2,,2.5,3.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,5,,,2023,1102912.2023.1.23,1102912,,,0,
-122.551,49.144666666666666,,,,,,24,BC,,0,2023-01-24 00:00:00,,,13.7,0,,7,7,,3.5,4.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,5,,,2023,1102912.2023.1.24,1102912,,,0,
-122.551,49.144666666666666,,,,,,25,BC,,0,2023-01-25 00:00:00,,,12.2,0,,0.8,0.8,,5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,6.5,,,2023,1102912.2023.1.25,1102912,,,0,
-122.551,49.144666666666666,,,,,,26,BC,,0,2023-01-26 00:00:00,,,12.5,0,,12.8,12.8,,5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,6,,,2023,1102912.2023.1.26,1102912,,,0,
-122.551,49.144666666666666,,,,,,27,BC,,0,2023-01-27 00:00:00,,,12.5,0,,0.8,0.8,,5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,1,,6,,,2023,1102912.2023.1.27,1102912,,,0,
-122.551,49.144666666666666,,,,,,28,BC,,0,2023-01-28 00:00:00,,,14,0,,0,0,,0.5,4,FORT LANGLEY TELEGRAPH TRAIL,,1,,7.5,,,2023,1102912.2023.1.28,1102912,,,0,
-122.551,49.144666666666666,,,,,,29,BC,,0,2023-01-29 00:00:00,,,17.2,0,,0,0,,-2.5,0.8,FORT LANGLEY TELEGRAPH TRAIL,,1,,4,,,2023,1102912.2023.1.29,1102912,,,0,
-122.551,49.144666666666666,T,,,,,30,BC,,0,2023-01-30 00:00:00,,,20.8,0,,0,0,,-6,-2.8,FORT LANGLEY TELEGRAPH TRAIL,,1,T,0.5,,,2023,1102912.2023.1.30,1102912,,,0,
-122.551,49.144666666666666,,,,,,31,BC,,2,2023-01-31 00:00:00,,,19.3,0,,2,0,,-3.5,-1.3,FORT LANGLEY TELEGRAPH TRAIL,,1,,1,,,2023,1102912.2023.1.31,1102912,,,0,
-122.551,49.144666666666666,,,,,,1,BC,,0,2023-02-01 00:00:00,,,18,0,,1,1,,-3,0,FORT LANGLEY TELEGRAPH TRAIL,,2,,3,,,2023,1102912.2023.2.1,1102912,,,1,
-122.551,49.144666666666666,,,,,,2,BC,,0,2023-02-02 00:00:00,,,15.5,0,,0,0,,0,2.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,5,,,2023,1102912.2023.2.2,1102912,,,0,
-122.551,49.144666666666666,,,,,,3,BC,,0,2023-02-03 00:00:00,,,12.2,0,,3.4,3.4,,1.5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,10,,,2023,1102912.2023.2.3,1102912,,,0,
-122.551,49.144666666666666,,,,,,4,BC,,0,2023-02-04 00:00:00,,,11.2,0,,3,3,,5.5,6.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,8,,,2023,1102912.2023.2.4,1102912,,,0,
-122.551,49.144666666666666,,,,,,5,BC,,0,2023-02-05 00:00:00,,,12,0,,4.8,4.8,,4.5,6,FORT LANGLEY TELEGRAPH TRAIL,,2,,7.5,,,2023,1102912.2023.2.5,1102912,,,0,
-122.551,49.144666666666666,,,,,,6,BC,,0,2023-02-06 00:00:00,,,10.7,0,,18.4,18.4,,6,7.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.5,,,2023,1102912.2023.2.6,1102912,,,0,
-122.551,49.144666666666666,,,,,,7,BC,,0,2023-02-07 00:00:00,,,10,0,,14.4,14.4,,5,8,FORT LANGLEY TELEGRAPH TRAIL,,2,,11,,,2023,1102912.2023.2.7,1102912,,,0,
-122.551,49.144666666666666,,,,,,8,BC,,0,2023-02-08 00:00:00,,,13.2,0,,0.2,0.2,,1.5,4.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,8,,,2023,1102912.2023.2.8,1102912,,,0,
-122.551,49.144666666666666,,,,,,9,BC,,0,2023-02-09 00:00:00,,,10.7,0,,2.6,2.6,,4,7.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,10.5,,,2023,1102912.2023.2.9,1102912,,,0,
-122.551,49.144666666666666,,,,,,10,BC,,0,2023-02-10 00:00:00,,,10,0,,0.4,0.4,,5,8,FORT LANGLEY TELEGRAPH TRAIL,,2,,11,,,2023,1102912.2023.2.10,1102912,,,0,
-122.551,49.144666666666666,,,,,,11,BC,,0,2023-02-11 00:00:00,,,13.2,0,,0.8,0.8,,2.5,4.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,7,,,2023,1102912.2023.2.11,1102912,,,0,
-122.551,49.144666666666666,,,,,,12,BC,,0,2023-02-12 00:00:00,,,12.5,0,,12.4,12.4,,4,5.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,7,,,2023,1102912.2023.2.12,1102912,,,0,
-122.551,49.144666666666666,,,,,,13,BC,,0,2023-02-13 00:00:00,,,12.2,0,,0.2,0.2,,3.5,5.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,8,,,2023,1102912.2023.2.13,1102912,,,0,
-122.551,49.144666666666666,,,,,,14,BC,,0,2023-02-14 00:00:00,,,14,0,,0,0,,1,4,FORT LANGLEY TELEGRAPH TRAIL,,2,,7,,,2023,1102912.2023.2.14,1102912,,,0,
-122.551,49.144666666666666,,,,,,15,BC,,0,2023-02-15 00:00:00,,,15.2,0,,0,0,,-0.5,2.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,6,,,2023,1102912.2023.2.15,1102912,,,0,
-122.551,49.144666666666666,,,,,,16,BC,,0,2023-02-16 00:00:00,,,13.7,0,,12.2,12.2,,2,4.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,6.5,,,2023,1102912.2023.2.16,1102912,,,0,
-122.551,49.144666666666666,,,,,,17,BC,,0,2023-02-17 00:00:00,,,14.2,0,,7.6,7.6,,1.5,3.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,6,,,2023,1102912.2023.2.17,1102912,,,0,
-122.551,49.144666666666666,,,,,,18,BC,,0,2023-02-18 00:00:00,,,13.7,0,,4.8,4.8,,2,4.3,FORT LANGLEY TELEGRAPH TRAIL,,2,,6.5,,,2023,1102912.2023.2.18,1102912,,,0,
-122.551,49.144666666666666,,,,,,19,BC,,0,2023-02-19 00:00:00,,,12,0,,2.6,2.6,,4.5,6,FORT LANGLEY TELEGRAPH TRAIL,,2,,7.5,,,2023,1102912.2023.2.19,1102912,,,0,
-122.551,49.144666666666666,,,,,,20,BC,,0,2023-02-20 00:00:00,,,11,0,,6.8,6.8,,5.5,7,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.5,,,2023,1102912.2023.2.20,1102912,,,0,
-122.551,49.144666666666666,,,,,,21,BC,,0,2023-02-21 00:00:00,,,11.2,0,,1.2,1.2,,5,6.8,FORT LANGLEY TELEGRAPH TRAIL,,2,,8.5,,,2023,1102912.2023.2.21,1102912,,,0,
-122.551,49.144666666666666,,,,,,22,BC,,0,2023-02-22 00:00:00,,,18.5,0,,0,0,,-1,-0.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,0,,,2023,1102912.2023.2.22,1102912,,,0,
-122.551,49.144666666666666,,,,,,23,BC,,0,2023-02-23 00:00:00,,,21,0,,0,0,,-5,-3,FORT LANGLEY TELEGRAPH TRAIL,,2,,-1,,,2023,1102912.2023.2.23,1102912,,,0,
-122.551,49.144666666666666,,,,,,24,BC,,0,2023-02-24 00:00:00,,,21.5,0,,0,0,,-7.5,-3.5,FORT LANGLEY TELEGRAPH TRAIL,,2,,0.5,,,2023,1102912.2023.2.24,1102912,,,0,
-122.551,49.144666666666666,,,,,,25,BC,,10,2023-02-25 00:00:00,,,19,0,,12,2,,-5,-1,FORT LANGLEY TELEGRAPH TRAIL,,2,,3,,,2023,1102912.2023.2.25,1102912,,,0,
-122.551,49.144666666666666,,,,,,21,BC,,0,2023-03-21 00:00:00,,,6.2,0,,0.2,0.2,,7.5,11.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,16,,,2023,1102912.2023.3.21,1102912,,,0,
-122.551,49.144666666666666,,,,,,22,BC,,0,2023-03-22 00:00:00,,,8.5,0,,1,1,,1.5,9.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,17.5,,,2023,1102912.2023.3.22,1102912,,,0,
-122.551,49.144666666666666,,,,,,23,BC,,0,2023-03-23 00:00:00,,,11,0,,12,12,,5,7,FORT LANGLEY TELEGRAPH TRAIL,,3,,9,,,2023,1102912.2023.3.23,1102912,,,0,
-122.551,49.144666666666666,,,,,,24,BC,,0,2023-03-24 00:00:00,,,13.5,0,,12.8,12.8,,3,4.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,6,,,2023,1102912.2023.3.24,1102912,,,0,
-122.551,49.144666666666666,,,,,,25,BC,,0,2023-03-25 00:00:00,,,13.2,0,,9.2,9.2,,1.5,4.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,8,,,2023,1102912.2023.3.25,1102912,,,0,
-122.551,49.144666666666666,,,,,,26,BC,,0,2023-03-26 00:00:00,,,14,0,,0,0,,0,4,FORT LANGLEY TELEGRAPH TRAIL,,3,,8,,,2023,1102912.2023.3.26,1102912,,,0,
-122.551,49.144666666666666,,,,,,27,BC,,0,2023-03-27 00:00:00,,,11.5,0,,0,0,,-1,6.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,14,,,2023,1102912.2023.3.27,1102912,,,0,
-122.551,49.144666666666666,,,,,,28,BC,,0,2023-03-28 00:00:00,,,6.2,0,,0,0,,6.5,11.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,17,,,2023,1102912.2023.3.28,1102912,,,0,
-122.551,49.144666666666666,,,,,,29,BC,,0,2023-03-29 00:00:00,,,7.2,0,,0,0,,4.5,10.8,FORT LANGLEY TELEGRAPH TRAIL,,3,,17,,,2023,1102912.2023.3.29,1102912,,,0,
-122.551,49.144666666666666,,,,,,30,BC,,0,2023-03-30 00:00:00,,,10.5,0,,1.8,1.8,,2,7.5,FORT LANGLEY TELEGRAPH TRAIL,,3,,13,,,2023,1102912.2023.3.30,1102912,,,0,
-122.551,49.144666666666666,,,,,,31,BC,,0,2023-03-31 00:00:00,,,12,0,,9.2,9.2,,4.5,6,FORT LANGLEY TELEGRAPH TRAIL,,3,,7.5,,,2023,1102912.2023.3.31,1102912,,,0,
-122.551,49.144666666666666,,,,,,1,BC,,0,2023-04-01 00:00:00,,,11.2,0,,3,3,,3.5,6.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,10,,,2023,1102912.2023.4.1,1102912,,,0,
-122.551,49.144666666666666,,,,,,2,BC,,0,2023-04-02 00:00:00,,,13.7,0,,2.6,2.6,,2,4.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,6.5,,,2023,1102912.2023.4.2,1102912,,,0,
-122.551,49.144666666666666,,,,,,3,BC,,0,2023-04-03 00:00:00,,,12.5,0,,0,0,,1.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,9.5,,,2023,1102912.2023.4.3,1102912,,,0,
-122.551,49.144666666666666,,,,,,4,BC,,0,2023-04-04 00:00:00,,,11.5,0,,0,0,,2.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,10.5,,,2023,1102912.2023.4.4,1102912,,,0,
-122.551,49.144666666666666,,,,,,5,BC,,0,2023-04-05 00:00:00,,,12.5,0,,1,1,,-0.5,5.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,11.5,,,2023,1102912.2023.4.5,1102912,,,0,
-122.551,49.144666666666666,,,,,,6,BC,,0,2023-04-06 00:00:00,,,10.5,0,,23,23,,5,7.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,10,,,2023,1102912.2023.4.6,1102912,,,0,
-122.551,49.144666666666666,,,,,,7,BC,,0,2023-04-07 00:00:00,,,7.7,0,,8.8,8.8,,8.5,10.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,12,,,2023,1102912.2023.4.7,1102912,,,0,
-122.551,49.144666666666666,,,,,,8,BC,,0,2023-04-08 00:00:00,,,10,0,,10,10,,7,8,FORT LANGLEY TELEGRAPH TRAIL,,4,,9,,,2023,1102912.2023.4.8,1102912,,,0,
-122.551,49.144666666666666,,,,,,9,BC,,0,2023-04-09 00:00:00,,,8.2,0,,9.2,9.2,,7,9.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.5,,,2023,1102912.2023.4.9,1102912,,,0,
-122.551,49.144666666666666,,,,,,10,BC,,0,2023-04-10 00:00:00,,,10.2,0,,4.8,4.8,,4,7.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,11.5,,,2023,1102912.2023.4.10,1102912,,,0,
-122.551,49.144666666666666,,,,,,11,BC,,0,2023-04-11 00:00:00,,,10.2,0,,3.6,3.6,,4.5,7.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,11,,,2023,1102912.2023.4.11,1102912,,,0,
-122.551,49.144666666666666,,,,,,12,BC,,0,2023-04-12 00:00:00,,,12.2,0,,0,0,,-1,5.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.5,,,2023,1102912.2023.4.12,1102912,,,0,
-122.551,49.144666666666666,,T,,,,13,BC,,0,2023-04-13 00:00:00,,,11.5,0,,0,0,,2.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,4,T,10.5,,,2023,1102912.2023.4.13,1102912,,,0,
-122.551,49.144666666666666,,,,,,14,BC,,0,2023-04-14 00:00:00,,,11.5,0,,0,0,,0.5,6.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.5,,,2023,1102912.2023.4.14,1102912,,,0,
-122.551,49.144666666666666,,,,,,15,BC,,0,2023-04-15 00:00:00,,,10.5,0,,8.2,8.2,,5,7.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,10,,,2023,1102912.2023.4.15,1102912,,,0,
-122.551,49.144666666666666,,,,,,16,BC,,0,2023-04-16 00:00:00,,,10.5,0,,19.6,19.6,,6.5,7.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,8.5,,,2023,1102912.2023.4.16,1102912,,,0,
-122.551,49.144666666666666,,,,,,17,BC,,0,2023-04-17 00:00:00,,,12,0,,4.4,4.4,,2,6,FORT LANGLEY TELEGRAPH TRAIL,,4,,10,,,2023,1102912.2023.4.17,1102912,,,0,
-122.551,49.144666666666666,,,,,,18,BC,,0,2023-04-18 00:00:00,,,11,0,,2,2,,3,7,FORT LANGLEY TELEGRAPH TRAIL,,4,,11,,,2023,1102912.2023.4.18,1102912,,,0,
-122.551,49.144666666666666,,,,,,19,BC,,0,2023-04-19 00:00:00,,,10.2,0,,1.6,1.6,,3,7.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.5,,,2023,1102912.2023.4.19,1102912,,,0,
-122.551,49.144666666666666,,,,,,20,BC,,0,2023-04-20 00:00:00,,,11.7,0,,12.8,12.8,,2,6.3,FORT LANGLEY TELEGRAPH TRAIL,,4,,10.5,,,2023,1102912.2023.4.20,1102912,,,0,
-122.551,49.144666666666666,,,,,,21,BC,,0,2023-04-21 00:00:00,,,10.2,0,,2,2,,4.5,7.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,11,,,2023,1102912.2023.4.21,1102912,,,0,
-122.551,49.144666666666666,,,,,,22,BC,,0,2023-04-22 00:00:00,,,8.5,0,,15.4,15.4,,6.5,9.5,FORT LANGLEY TELEGRAPH TRAIL,,4,,12.5,,,2023,1102912.2023.4.22,1102912,,,0,
-122.551,49.144666666666666,,,,,,23,BC,,0,2023-04-23 00:00:00,,,8.2,0,,10.4,10.4,,9,9.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,10.5,,,2023,1102912.2023.4.23,1102912,,,0,
-122.551,49.144666666666666,,T,,,,24,BC,,0,2023-04-24 00:00:00,,,8.5,0,,0,0,,6.5,9.5,FORT LANGLEY TELEGRAPH TRAIL,,4,T,12.5,,,2023,1102912.2023.4.24,1102912,,,0,
-122.551,49.144666666666666,,,,,,25,BC,,0,2023-04-25 00:00:00,,,7.2,0,,0.6,0.6,,6,10.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,15.5,,,2023,1102912.2023.4.25,1102912,,,0,
-122.551,49.144666666666666,,,,,,26,BC,,0,2023-04-26 00:00:00,,,7.2,0,,1.4,1.4,,6.5,10.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,15,,,2023,1102912.2023.4.26,1102912,,,0,
-122.551,49.144666666666666,,,,,,27,BC,,0,2023-04-27 00:00:00,,,4.2,0,,0,0,,7.5,13.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,20,,,2023,1102912.2023.4.27,1102912,,,0,
-122.551,49.144666666666666,,,,,,28,BC,,0,2023-04-28 00:00:00,,,2,0,,0,0,,6.5,16,FORT LANGLEY TELEGRAPH TRAIL,,4,,25.5,,,2023,1102912.2023.4.28,1102912,,,0,
-122.551,49.144666666666666,,,,,,29,BC,,0,2023-04-29 00:00:00,,,0,0.8,,0,0,,12,18.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,25.5,,,2023,1102912.2023.4.29,1102912,,,0,
-122.551,49.144666666666666,,,,,,30,BC,,0,2023-04-30 00:00:00,,,5.2,0,,0,0,,9.5,12.8,FORT LANGLEY TELEGRAPH TRAIL,,4,,16,,,2023,1102912.2023.4.30,1102912,,,0,
-122.551,49.144666666666666,,,,,,1,BC,,0,2023-05-01 00:00:00,,,5.2,0,,2,2,,9.5,12.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,16,,,2023,1102912.2023.5.1,1102912,,,0,
-122.551,49.144666666666666,,,,,,2,BC,,0,2023-05-02 00:00:00,,,1.2,0,,0,0,,8.5,16.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,25,,,2023,1102912.2023.5.2,1102912,,,0,
-122.551,49.144666666666666,,,,,,3,BC,,0,2023-05-03 00:00:00,,,1.5,0,,0,0,,11,16.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,22,,,2023,1102912.2023.5.3,1102912,,,0,
-122.551,49.144666666666666,,,,,,4,BC,,0,2023-05-04 00:00:00,,,1.2,0,,13.2,13.2,,12,16.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,21.5,,,2023,1102912.2023.5.4,1102912,,,0,
-122.551,49.144666666666666,,,,,,5,BC,,0,2023-05-05 00:00:00,,,7.2,0,,3.2,3.2,,9.5,10.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,12,,,2023,1102912.2023.5.5,1102912,,,0,
-122.551,49.144666666666666,,,,,,6,BC,,0,2023-05-06 00:00:00,,,7.5,0,,1.4,1.4,,9,10.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,12,,,2023,1102912.2023.5.6,1102912,,,0,
-122.551,49.144666666666666,,,,,,7,BC,,0,2023-05-07 00:00:00,,,5.2,0,,0,0,,8.5,12.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,17,,,2023,1102912.2023.5.7,1102912,,,0,
-122.551,49.144666666666666,,,,,,8,BC,,0,2023-05-08 00:00:00,,,6.5,0,,0,0,,5.5,11.5,FORT LANGLEY TELEGRAPH TRAIL,,5,,17.5,,,2023,1102912.2023.5.8,1102912,,,0,
-122.551,49.144666666666666,,,,,,9,BC,,0,2023-05-09 00:00:00,,,5.2,0,,0,0,,7.5,12.8,FORT LANGLEY TELEGRAPH TRAIL,,5,,18,,,2023,1102912.2023.5.9,1102912,,,0,
